ID,Ref,year,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),Nickname(n),-HOMO_n(eV),-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),Nickname(p),-HOMO_p(eV),-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,p/n ratio (p),p/n ratio (n),Solvent,Additive,TA (oC),thick (nm),Unnamed: 28,Journal,DOI,Abstract
443,203,2015,2.73,2.47,7.83,0.45,0.77,Me-PDI4,5.96,3.82,2.14,O=C(N(C(CCCCCCCCCCCC)CCCCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCCCC)CCCCCCCCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCCCCCCCC)CCCCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCCCCCCCC)CCCCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCCCC)CCCCCCCCCCCC)C%31=O)=O,4238.39,PBDTTT-C-T,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,56.0,20.0,2.8,1.0,1.0,DCB,DIO,180,,,J. Mater. Chem. C,10.1039/c5tc00865d,"In this paper, a new perylene diimide (PDI)-based acceptor Me-PDI4 with tetrahedral configuration (or 3D) has been synthesized and characterized. Solution-processed organic solar cells (OSCs) based on Me-PDI4 have been investigated and our results show that the device performance can reach as high as 2.73%. Our new design with tetrahedral configuration (or 3D) could be an efficient approach to increase the PCE of OSCs with non-fullerene acceptors."
444,204,2017,5.23,5.23,11.54,0.473,0.96,PDI2,6.05,3.8,2.25,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1309.66,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CB,,,,,J. Mater. Chem. C,10.1039/c6tc05107c,"The geometry of organic π-conjugated small molecules can impact the morphology of blended-thin films and subsequent performance in opto-electronic devices. In this report, we investigate the role of molecular conformation of perylene diimide (PDI) dimers designed to act as non-fullerene acceptors in organic solar cells. A series of three PDI dimers is presented in which the PDI chromophores are directly linked via the bay position (PDI2, 3) or separated by one (PDI2Ac, 4) or two (PDI2Ac2, 5) acetylene spacers. In all cases, the exo-position of the PDI dimers is N-annulated. New compounds 4 and 5 were synthesized via an optimized and facile synthetic pathway. Directly linked PDI dimers adopted a highly twisted conformation whereas adding two acetylene spacers rendered the PDI chromophores coplanar. 1H NMR spectroscopic analysis of each dimer revealed a highly sensitive electronic structure that is strongly influenced by the acetylene spacers. It was found that compounds 4 and 5 with less twisted structures exhibited similar electron affinities but lower ionization potentials, lower organic solvent solubility, and red-shifted optical absorption spectra when compared to the highly twisted dimer 3. In addition, 4 and 5 showed a stronger tendency to aggregate in both solution and the solid state. This had a large impact on the performance of organic solar cells using these materials as electron acceptors. Bulk-heterojunction solar cells based upon a PTB7-Th:3 active layer could reach high power conversion efficiencies of 5.23%. In contrast, PTB7-Th:4 and PTB7-Th:5 based devices had ∼5 times lower performance owing to the formation of unfavourable active layer morphologies."
445,204,2017,1.22,1.22,4.33,0.291,0.97,PDI2AC,5.84,3.8,2.04,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C#CC9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1333.68,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,2.33,CB,,,,,J. Mater. Chem. C,10.1039/c6tc05107c,"The geometry of organic π-conjugated small molecules can impact the morphology of blended-thin films and subsequent performance in opto-electronic devices. In this report, we investigate the role of molecular conformation of perylene diimide (PDI) dimers designed to act as non-fullerene acceptors in organic solar cells. A series of three PDI dimers is presented in which the PDI chromophores are directly linked via the bay position (PDI2, 3) or separated by one (PDI2Ac, 4) or two (PDI2Ac2, 5) acetylene spacers. In all cases, the exo-position of the PDI dimers is N-annulated. New compounds 4 and 5 were synthesized via an optimized and facile synthetic pathway. Directly linked PDI dimers adopted a highly twisted conformation whereas adding two acetylene spacers rendered the PDI chromophores coplanar. 1H NMR spectroscopic analysis of each dimer revealed a highly sensitive electronic structure that is strongly influenced by the acetylene spacers. It was found that compounds 4 and 5 with less twisted structures exhibited similar electron affinities but lower ionization potentials, lower organic solvent solubility, and red-shifted optical absorption spectra when compared to the highly twisted dimer 3. In addition, 4 and 5 showed a stronger tendency to aggregate in both solution and the solid state. This had a large impact on the performance of organic solar cells using these materials as electron acceptors. Bulk-heterojunction solar cells based upon a PTB7-Th:3 active layer could reach high power conversion efficiencies of 5.23%. In contrast, PTB7-Th:4 and PTB7-Th:5 based devices had ∼5 times lower performance owing to the formation of unfavourable active layer morphologies."
446,204,2017,1.34,1.34,4.41,0.322,0.95,PDI2AC2,5.98,3.8,2.18,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C#CC#CC9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1357.71,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,2.33,CB,,,,,J. Mater. Chem. C,10.1039/c6tc05107c,"The geometry of organic π-conjugated small molecules can impact the morphology of blended-thin films and subsequent performance in opto-electronic devices. In this report, we investigate the role of molecular conformation of perylene diimide (PDI) dimers designed to act as non-fullerene acceptors in organic solar cells. A series of three PDI dimers is presented in which the PDI chromophores are directly linked via the bay position (PDI2, 3) or separated by one (PDI2Ac, 4) or two (PDI2Ac2, 5) acetylene spacers. In all cases, the exo-position of the PDI dimers is N-annulated. New compounds 4 and 5 were synthesized via an optimized and facile synthetic pathway. Directly linked PDI dimers adopted a highly twisted conformation whereas adding two acetylene spacers rendered the PDI chromophores coplanar. 1H NMR spectroscopic analysis of each dimer revealed a highly sensitive electronic structure that is strongly influenced by the acetylene spacers. It was found that compounds 4 and 5 with less twisted structures exhibited similar electron affinities but lower ionization potentials, lower organic solvent solubility, and red-shifted optical absorption spectra when compared to the highly twisted dimer 3. In addition, 4 and 5 showed a stronger tendency to aggregate in both solution and the solid state. This had a large impact on the performance of organic solar cells using these materials as electron acceptors. Bulk-heterojunction solar cells based upon a PTB7-Th:3 active layer could reach high power conversion efficiencies of 5.23%. In contrast, PTB7-Th:4 and PTB7-Th:5 based devices had ∼5 times lower performance owing to the formation of unfavourable active layer morphologies."
447,205,2017,3.97,3.76,9.29,0.52,0.826,IDT-2BM,5.4,3.77,1.63,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C(C#N)/C#N)C8=NSN=C87)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C%12=CC=C(/C=C(C#N)/C#N)C%13=NSN=C%13%12)S%11,1327.84,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CB,DPE,,,,J. Mater. Chem. C,10.1039/c7tc00706j,"Herein, a new asymmetric n-type semiconducting molecule (PhITBD) with an indenothiophene core was designed, synthesized using tethering 2-(benzo[c][1,2,5]-thiadiazol-4-ylmethylene)-malononitrile (BM) as terminal groups, and applied to polymer solar cells (PSCs). The PSCs with asymmetric PhITBD displayed improved power conversion efficiencies (PCE) of 6.57% as compared to those with the symmetric molecule IDT-2BM. The higher PCE value of the PhITBD-based PSC was mainly attributed to the enhanced photovoltaic properties, the Voc, Jsc, FF induced by complementary light absorption (550–600 nm range), morphological improvement, and balanced charge carrier transport in the active layer. Due to the effective morphological control and absorption enhancement, asymmetric structured n-type-conjugated molecules are potential candidates for improving the performance of bulk heterojunction non-fullerene type PSCs."
448,205,2017,6.57,6.31,14.07,0.62,0.767,PhITBD,5.5,3.78,1.72,N#C/C(C#N)=C/C(C1=NSN=C12)=CC=C2C3=CC4=C(S3)C(C=CC(C5=CC=C(S5)C6=CC=C(C7=NSN=C76)/C=C(C#N)/C#N)=C8)=C8C4(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC,995.31,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CB,DPE,,,,J. Mater. Chem. C,10.1039/c7tc00706j,"Herein, a new asymmetric n-type semiconducting molecule (PhITBD) with an indenothiophene core was designed, synthesized using tethering 2-(benzo[c][1,2,5]-thiadiazol-4-ylmethylene)-malononitrile (BM) as terminal groups, and applied to polymer solar cells (PSCs). The PSCs with asymmetric PhITBD displayed improved power conversion efficiencies (PCE) of 6.57% as compared to those with the symmetric molecule IDT-2BM. The higher PCE value of the PhITBD-based PSC was mainly attributed to the enhanced photovoltaic properties, the Voc, Jsc, FF induced by complementary light absorption (550–600 nm range), morphological improvement, and balanced charge carrier transport in the active layer. Due to the effective morphological control and absorption enhancement, asymmetric structured n-type-conjugated molecules are potential candidates for improving the performance of bulk heterojunction non-fullerene type PSCs."
449,206,2017,7.14,7.02,14.11,0.6341,0.78,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,P1,5.39,3.7,1.69,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CC)CCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CC)CCCC)N=C7%10)S6,263.9,91.0,2.9,1.0,1.0,DCB,DPE,,,,J. Mater. Chem. C,10.1039/c7tc02098h,"A series of D–A copolymers (P1–P3) based on a thiophene fused benzotriazole (BTAZT) unit and a 4,8-bis(4-fluorothiophen-2-yl)benzo[1,2-b:4,5-b′]dithiophene (BDTFT) unit have been designed and synthesized as electron-donating materials for non-fullerene polymer solar cells (PSCs) with ITIC as an electron-accepting material. The fusion of a thiophene ring with a BTAZ unit and introduction of a fluorine atom at the BDTT unit have been concurrently performed to regulate the absorption properties and energy levels, and two different alkyl side-chains have also been introduced to BTAZT and BDTFT units, respectively, to investigate the influence of side-chains on the properties of the polymers as well as the photovoltaic performances of the PSCs. The photovoltaic performance evaluation in combination with morphology characterization indicates that the introduction of a 2-ethylhexyl group simultaneously at BTAZT and BDTFT units is favourable for intermolecular π–π interaction that improves the morphologies and crystalline domain of P1:ITIC blend film, thus enhancing the charge mobility and the short-circuit current density (Jsc). But the large steric hindrance of the 2-butyloctyl group to replace the 2-ethylhexyl group at BDTFT (P2) or BTAZT (P3) deteriorates intermolecular interaction that leads to the decrease of charge mobility and poor Jsc. Thus, P1 based PSCs exhibit the highest power conversion efficiency of 7.14% with the best Jsc (14.11 ± 0.27 mA cm−2) and fill factor (63.41 ± 1.46%) among P1–P3 polymers."
450,206,2017,4.17,3.96,9.34,0.5292,0.8,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,P2,5.49,3.81,1.68,CC(SC1=C2C3=CC(F)=C(CC(CCCC)CCCCCC)S3)=CC1=C(C4=CC(F)=C(CC(CCCC)CCCCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CC)CCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CC)CCCC)N=C7%10)S6,86.0,43.0,2.0,1.0,1.0,DCB,DPE,,,,J. Mater. Chem. C,10.1039/c7tc02098h,"A series of D–A copolymers (P1–P3) based on a thiophene fused benzotriazole (BTAZT) unit and a 4,8-bis(4-fluorothiophen-2-yl)benzo[1,2-b:4,5-b′]dithiophene (BDTFT) unit have been designed and synthesized as electron-donating materials for non-fullerene polymer solar cells (PSCs) with ITIC as an electron-accepting material. The fusion of a thiophene ring with a BTAZ unit and introduction of a fluorine atom at the BDTT unit have been concurrently performed to regulate the absorption properties and energy levels, and two different alkyl side-chains have also been introduced to BTAZT and BDTFT units, respectively, to investigate the influence of side-chains on the properties of the polymers as well as the photovoltaic performances of the PSCs. The photovoltaic performance evaluation in combination with morphology characterization indicates that the introduction of a 2-ethylhexyl group simultaneously at BTAZT and BDTFT units is favourable for intermolecular π–π interaction that improves the morphologies and crystalline domain of P1:ITIC blend film, thus enhancing the charge mobility and the short-circuit current density (Jsc). But the large steric hindrance of the 2-butyloctyl group to replace the 2-ethylhexyl group at BDTFT (P2) or BTAZT (P3) deteriorates intermolecular interaction that leads to the decrease of charge mobility and poor Jsc. Thus, P1 based PSCs exhibit the highest power conversion efficiency of 7.14% with the best Jsc (14.11 ± 0.27 mA cm−2) and fill factor (63.41 ± 1.46%) among P1–P3 polymers."
451,206,2017,3.66,3.6,7.58,0.5685,0.83,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,P3,5.47,3.78,1.69,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CCCC)CCCCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CCCC)CCCCCC)N=C7%10)S6,66.3,39.0,1.7,1.0,1.0,DCB,DPE,,,,J. Mater. Chem. C,10.1039/c7tc02098h,"A series of D–A copolymers (P1–P3) based on a thiophene fused benzotriazole (BTAZT) unit and a 4,8-bis(4-fluorothiophen-2-yl)benzo[1,2-b:4,5-b′]dithiophene (BDTFT) unit have been designed and synthesized as electron-donating materials for non-fullerene polymer solar cells (PSCs) with ITIC as an electron-accepting material. The fusion of a thiophene ring with a BTAZ unit and introduction of a fluorine atom at the BDTT unit have been concurrently performed to regulate the absorption properties and energy levels, and two different alkyl side-chains have also been introduced to BTAZT and BDTFT units, respectively, to investigate the influence of side-chains on the properties of the polymers as well as the photovoltaic performances of the PSCs. The photovoltaic performance evaluation in combination with morphology characterization indicates that the introduction of a 2-ethylhexyl group simultaneously at BTAZT and BDTFT units is favourable for intermolecular π–π interaction that improves the morphologies and crystalline domain of P1:ITIC blend film, thus enhancing the charge mobility and the short-circuit current density (Jsc). But the large steric hindrance of the 2-butyloctyl group to replace the 2-ethylhexyl group at BDTFT (P2) or BTAZT (P3) deteriorates intermolecular interaction that leads to the decrease of charge mobility and poor Jsc. Thus, P1 based PSCs exhibit the highest power conversion efficiency of 7.14% with the best Jsc (14.11 ± 0.27 mA cm−2) and fill factor (63.41 ± 1.46%) among P1–P3 polymers."
452,207,2017,2.84,2.84,10.51,0.409,0.661,di-PDI,6.11,4.01,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4)=C4C5=CC=C(C(N6C(CC)CC)=O)C7=C5C3=CC(C(C=C8C(N(C(CCCCCCC)CCCCCCC)C9=O)=O)=C%10C%11=C8C9=CC=C%11C%12=CC=C(C(N(C(CCCCCCC)CCCCCCC)C%13=O)=O)C%14=C%13C=CC%10=C%12%14)=C7C6=O,1339.77,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.0,CB,CN,160,80.0,,J. Mater. Chem. C,10.1039/c7tc03171h,"A new family of perylene diimide (PDI) arrays, heterologous ones (di-PDI and tri-PDI), were designed and efficiently synthesized by Suzuki cross-coupling reactions using two heterologous PDI monomers with different positions of bay- and ortho-substitution, respectively. The compounds exhibit unique photophysical and electrochemical properties and were successfully applied in non-fullerene organic solar cells with a superior power conversion efficiency of 4.55% for tri-PDI."
453,207,2017,4.55,4.55,12.61,0.481,0.751,tri-PDI,6.09,3.99,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4)=C4C5=CC=C(C(N6C(CC)CC)=O)C7=C5C3=CC(C(C=C8C(N(C(CCCCCCC)CCCCCCC)C9=O)=O)=C%10C%11=C8C9=CC=C%11C%12=C(C%13=CC%14=C%15C(C%16=CC=C%17C%18=C%16C%14=CC=C%18C(N(C(CC)CC)C%17=O)=O)=CC=C(C%19=O)C%15=C%13C(N%19C(CC)CC)=O)C=C(C(N(C(CCCCCCC)CCCCCCC)C%20=O)=O)C%21=C%20C=CC%10=C%12%21)=C7C6=O,1868.38,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.0,CB,CN,160,80.0,,J. Mater. Chem. C,10.1039/c7tc03171h,"A new family of perylene diimide (PDI) arrays, heterologous ones (di-PDI and tri-PDI), were designed and efficiently synthesized by Suzuki cross-coupling reactions using two heterologous PDI monomers with different positions of bay- and ortho-substitution, respectively. The compounds exhibit unique photophysical and electrochemical properties and were successfully applied in non-fullerene organic solar cells with a superior power conversion efficiency of 4.55% for tri-PDI."
454,208,2018,8.03,7.92,17.7,0.56,0.81,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,PBDTTz-BP,5.25,3.49,1.76,CC1=CC(C(S1)=C2C3=CC=C(C4=CC=C(OCC(CCCCCC)CCCCCCC)C=C4)C=C3)=C(C5=C2C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCC)CCCCCC)N=C79)S6)S5)C%10=CC=C(C%11=CC=C(OCC(CCCCCC)CCCCCCC)C=C%11)C=C%10,70.0,35.0,2.0,1.0,1.0,CB,,,100.0,,J. Mater. Chem. C,10.1039/c7tc04750a,"Non-fullerene polymer solar cells (PSCs) have attracted great attention due to their good optical absorption and convenient structure modification. Some small molecular acceptors such as ITIC have exhibited excellent photovoltaic performance. Based on these acceptors, it is very important to screen donor materials to further improve the performance. The benzotriazole-based polymer is an important type of donor material, especially for non-fullerene PSCs. We have designed and synthesized a type of benzotriazole-based conjugated polymer with a 2D expanded side chain. These polymers exhibit good crystallinity in films. Non-fullerene PSC devices based on polymer:ITIC show a PCE of 8.03% with a high JSC of over 17 mA cm−2, which might be attributed to its good crystallinity. This result indicates the advancement of the 2D extended structure in the design of a high performance polymer."
455,208,2018,6.61,6.45,18.0,0.49,0.75,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,PBDTTz-N,5.23,3.52,1.71,CC1=CC(C(S1)=C2C3=CC=C4C=C(OCC(CCCCCC)CCCCCCC)C=CC4=C3)=C(C5=C2C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCC)CCCCCC)N=C79)S6)S5)C%10=CC%11=CC=C(OCC(CCCCCC)CCCCCCC)C=C%11C=C%10,74.0,37.0,2.0,1.0,1.0,CB,,,100.0,,J. Mater. Chem. C,10.1039/c7tc04750a,"Non-fullerene polymer solar cells (PSCs) have attracted great attention due to their good optical absorption and convenient structure modification. Some small molecular acceptors such as ITIC have exhibited excellent photovoltaic performance. Based on these acceptors, it is very important to screen donor materials to further improve the performance. The benzotriazole-based polymer is an important type of donor material, especially for non-fullerene PSCs. We have designed and synthesized a type of benzotriazole-based conjugated polymer with a 2D expanded side chain. These polymers exhibit good crystallinity in films. Non-fullerene PSC devices based on polymer:ITIC show a PCE of 8.03% with a high JSC of over 17 mA cm−2, which might be attributed to its good crystallinity. This result indicates the advancement of the 2D extended structure in the design of a high performance polymer."
